review,rating
Amazing hospital very neat clean organised . No unnecessary waiting for patients and very approachable doctors . Superb COVID 19 protocols in place . Monica helped tremendously in making things as seamless as possible,5
"Excellent response, quality, &quick service ??",5
"Extremely good staff , friendly in nature , was here for a covid vaccination abd felt really amazed by the kind gesture .",5
a warm place for a cure,5
"At the Cytecare Cancer hospitals,The treatment of the doctor's of all the 3 units namely Surgery, Radio therapy & Chemotherapy has been excellent. The entire team is very humble, Co operative & Supportive. I would like to thank each and every 1 of them. ????-Pushpanjali MC",5
Extremely happy with the experience at cytecare. The doctors and staff are very helpful. My heart full thanks to Dr.Ajay and his team who has taken very good care during Radiatin Therapy,5
"Really it's good service from Dr Ajay Rao sir and all the staff , even good treatment really it's great thank you cyte care",5
At Cyte care Hospital I had a good experience.The doctors are so experienced and take care of the patient well being with right suggestions and treatment.@ Oncology I would like to thank Mr. Naveen and Ms Rashmi for taking a step ahead in taking care of the patient.The hospital is fully equipped and has expertise in cancer treatment.,5
"Excellent service, very courteous staff",5
Seamless process for vaccination. For sure will recommend. Really polite and helpful staff.,5
"I want to highlight all the staff members at Cytecare, and they were all very friendly and helpful. I especially loved how Dr Suhas took his time to explain the treatment options and all the necessary health precautions for my father. I had a great visit, and it has put me at ease, so I highly recommend this hospital.",5
"Extremely Satisfied with the explanation, treatment and care at CyteCare. Much better than the bigger players in the healthcare industry. Dr. Poovamma was simply great with her advice and explanation of the disease. Thank you CyteCare for treating my mom.",5
Good response from the staffClearly explains about treatment.,5
The staff were very friendly and helpful.,5
The staffs are very friendly and the hospital in is very clean and higiene and would recommend this hospital. I would be like to thank all the radiation staff and doctor,5
The hospital is very good I would like to thank Dr.vijetha and the entire team of radiation therapy department. Keep doing the good work,5
Great experience very hygiene very friendly and nice staff,5
My friend came to vaccination very good service security & staff is so friendly thanks,5
Doctors and staff are very friendly they give good services I would like to thank Radiation therapy department as we came for 33 days for the treatment they have taken care very well. Keep doing it,5
The radiation therapy staff was very friendly thanks to Dr. Ajay and all the staff,5
"Hospital is really nice,and provide the quick service.",5
"Not sure who does Cytecare serve if they cannot call back patients in a timely manner to give appointments. I reached out the number provided online, also requested the call back by filling the form. But no revert from Cytecare.Hope Cytecare will soon fix the broken patient appointment system.",5
Excellent careGreat cleanlinessCourteous service,5
"I came for my uncle esophagus cancer treatment in cytecare hospital I would like to thak Dr. Ajay and all the technologist specially Ms. Rashmi, they are highly professional they have taken very good care during Radiation treatment. I recommend to choose this hospital for better treatment.",5
Doctor's staff are very friendly... The hospital has latest equipments and very wellmaintained,5
Really great service,4
"From 2 months my mother(kalavathi Baskaran) is getting treatment in Cytecare cancer hospital before coming to this hospital my mother was unable to eat any food or drink water , after started treatment in Cytecare hospital within 3days she started to eat food and special thanks to Doctor Prasad Narayan Sir who is seeing my mother and also thanks to all the other doctors, and nurse staff members and also thanks to Leena sister who is very friendly, thanks to cafeteria , security team and also a very big thanks to the day care team and also Ms Veda in the day care she is very friendly and helpful .",5
